"0688","4500","66","K",""
"0689","4760","56","M","32854"
"0690","1828","57","M","34715"
"0691","5240","51","M","41014"
"0692","5792","56","M","41826"
"0693","5270","39","M","41619"
"0694","4500","60","M","45214"
"0695","7080","78","M",""
"0696","7080","51","M","35550"
"0697","4000","59","M",""
"0698","8860","42","M","32034"
"0699","","63","M","32042"
"0700","","49","M","32747"
"0701","","43","M","34847"
"0702","","46","M","41301"
"0703","","47","K","50730"
"0704","","52","K","41034"
"0705","","59","K","34426"
"0706","","60","M","31701"
"0707","","43","K","40847"
"0708","","46","K","33552"
"0709","","47","M","42811"
"0710","","42","M","40621"
"0711","","76","M","32503"
"0712","","60","M","30814"
"0713","","56","K","34840"
"0714","","45","M","34824"
"0715","","52","K","41259"
"0716","","46","M",""
"0717","","58","M","34528"
"0718","","51","M","32231"
"0719","","55","M","30413"
"0720","","56","M","33240"
"0721","8600","56","M","33107"
"0722","","32","M","35740"
"0723","","48","M","41656"
"0724","","60","K",""
"0725","","41","K","40846"
"0726","","37","M","41805"
"0727","","28","M","34825"
"0728","","58","M","33543"
"0729","","52","M","31126"
"0730","","58","M",""
"0731","","49","M","30502"
"0732","5800","60","M","33250"
"0733","4200","50","M","30143"
"0735","7100","66","K","50954"
"0736","5792","60","M","33845"
"0737","9210","56","M","32147"
"0738","5800","50","M","33435"
"0739","8000","71","M","35534"
"0740","5230","64","M","43418"
"0741","5000","56","M","34001"
"0742","2990","64","M","41602"
"0743","5210","52","M","33319"
"0744","7120","62","M","31510"
"0745","7120","61","M",""
"0746","5672","58","M",""
"0747","6230","44","M","40611"
"0748","3600","66","M","33235"
"0749","2100","69","M",""
"0750","6280","38","M","33717"
"0752","6740","","M","32909"
"0753","6705","34","M",""
"0754","5230","55","M","31947"
"0755","3630","63","M","40041"
"0756","3460","57","M",""
"0757","2200","62","M","33826"
"0758","7323","59","M","34924"
"0759","2750","60","M","30903"
"0760","8700","69","M",""
"0761","3600","48","M","33729"
"0762","6000","48","M","40340"
"0763","6040","56","M","32545"
"0764","3400","62","M","34528"
"0765","9210","56","M","31557"
"0766","5700","54","M","35329"
"0767","3500","52","M","35300"
"0769","5270","70","K","41033"
"0770","2765","41","M","35540"
"0771","5230","70","M","35006"
"0772","7490","64","M","40210"
"0773","7490","63","M","35106"
"0774","5620","50","M","40031"
"0775","6990","52","M","35316"
"0776","9000","59","M","30248"
"0777","8310","58","M","33831"
"0778","8700","49","M","41159"
"0779","2980","32","M",""
"0780","5250","46","M","41438"
"0781","5270","42","M","41033"
"0782","5500","52","M","40357"
"0783","6700","43","M","40115"
"0784","7190","54","M","45821"
"0785","5330","46","K","41233"
"0786","4000","48","K","40829"
"0787","5270","60","K","40659"
"0788","7100","56","M","34227"
"0789","7100","74","M","33550"
"0790","7100","46","M","32039"
"0791","8361","57","M","41448"
"0792","6771","54","M","35134"
"0793","5560","52","M","42311"
"0794","3400","62","M","34110"
"0795","8900","68","M",""
"0796","4700","57","M","34348"
"0797","9670","57","M","41228"
"0798","2990","54","M","44215"
"0799","7000","65","M","34601"
"0800","7000","57","K","35102"
"0801","5800","46","K","44102"
"0802","3460","45","K","51801"
"0803","2770","42","K","40956"
"0804","6715","42","K","34333"
"0805","5540","46","K","45809"
"0806","2610","66","M","32027"
"0807","7000","60","M",""
"0808","6261","74","M",""
"0809","8700","69","M","25146"
"0810","6715","51","M","43532"
"0811","6270","56","M","35229"
"0812","6261","52","M","25255"
"0813","7430","44","M","43536"
"0814","2000","62","M","33357"
"0815","6715","44","M","31248"
"0816","3000","70","M","25453"
"0817","9220","49","M","35745"
"0818","5210","49","M","40251"
"0819","6715","39","M","41751"
"0820","6000","58","M","34801"
"0821","7000","63","M","34221"
"0822","6000","60","M",""
"0823","5210","","M","41224"
"0825","7100","51","M","52148"
"0826","8300","61","M","40551"
"0827","5672","49","M","33905"
"0828","5672","35","M","43506"
"0829","6700","41","M","35922"
"0830","8270","49","M","33948"
"0831","3500","42","M","41703"
"0832","5800","45","M","44728"
"0833","5300","48","K","40928"
"0834","7100","55","K","43432"
"0835","7000","67","K","35412"
"0836","5240","47","K","35703"
"0837","8200","68","K","33727"
"0838","6600","61","K","33720"
"0839","6715","40","K","50951"
"0840","8600","54","K","43209"
"0841","9500","49","K","42853"
"0842","7000","40","K","43138"
"0843","4760","53","K",""
"0844","8000","67","K","33815"
"0845","6710","53","K","35635"
"0846","9210","54","K","34036"
"0847","8260","54","K","43705"
"0848","7430","56","K","42934"
"0849","8740","60","K","32224"
"0850","6200","62","K","31328"
"0851","6200","51","K","35952"
"0852","5800","54","K","32520"
"0853","7200","48","M","34823"
"0854","8585","38","K","42344"
"0855","6760","39","K","45947"
"0856","1315","72","K","52317"
"0857","2730","57","K","43914"
"0858","6715","58","M","35634"
"0859","7000","64","M","45643"
"0860","5250","57","M","41547"
"0861","5270","50","M","44028"
"0862","4200","60","M","35352"
"0863","4200","64","M",""
"0864","6600","54","M","43147"
"0865","3500","54","M","34144"
"0866","3600","63","M","34703"
"0867","5300","51","M","35940"
"0868","2620","63","M","43304"
"0869","6710","","M","34354"
"0870","8230","46","M","40311"
"0871","8361","55","M","34236"
"0872","7000","47","M","41408"
